Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 65; Spieltag 26; Frankfurt;3;3; Hannover
Saison 65; Spieltag 26; Schalke;1;0; Bremen
Saison 65; Spieltag 26; Braunschweig;2;1; VfB Stuttgart
Saison 65; Spieltag 27; Dortmund;2;0; Hamburg
Saison 65; Spieltag 27; Neunkirchen;4;0; Frankfurt
Saison 65; Spieltag 27; 1. FC Koeln;2;1; Schalke
Saison 65; Spieltag 27; VfB Stuttgart;1;0; Kaiserslautern
Saison 65; Spieltag 27; Hannover;4;2; Karlsruhe
Saison 65; Spieltag 27; Nuernberg;1;1; Duisburg
Saison 65; Spieltag 27; Hertha;0;3; Braunschweig
Saison 65; Spieltag 27; Bremen;3;2;1860
Saison 65; Spieltag 28; Dortmund;2;1; Nuernberg
Saison 65; Spieltag 28; Kaiserslautern;2;1; Braunschweig
Saison 65; Spieltag 28; Frankfurt;2;3; VfB Stuttgart
Saison 65; Spieltag 28;1860;3;1; Schalke
Saison 65; Spieltag 28; Karlsruhe;0;1; Hertha
Saison 65; Spieltag 28; Hannover;1;1; Neunkirchen
Saison 65; Spieltag 28; Hamburg;0;0; 1. FC Koeln
Saison 65; Spieltag 28; Duisburg;2;2; Bremen
Saison 65; Spieltag 29; Braunschweig;3;2; Frankfurt
Saison 65; Spieltag 29;1860;4;1; Hamburg
Saison 65; Spieltag 29; Bremen;3;0; Dortmund
Saison 65; Spieltag 29; Kaiserslautern;0;1; Karlsruhe
Saison 65; Spieltag 29; 1. FC Koeln;0;0; Nuernberg
Saison 65; Spieltag 29; Hertha;1;1; Neunkirchen
Saison 65; Spieltag 29; Schalke;1;2; Duisburg
Saison 65; Spieltag 29; VfB Stuttgart;0;3; Hannover
Saison 65; Spieltag 30; Duisburg;3;0;1860
Saison 65; Spieltag 30; Dortmund;2;2; 1. FC Koeln
Saison 65; Spieltag 30; Nuernberg;2;3; Bremen
Saison 65; Spieltag 30; Hamburg;2;4; Schalke
Saison 65; Spieltag 30; Hannover;3;1; Hertha
Saison 65; Spieltag 30; Karlsruhe;3;0; Braunschweig
Saison 65; Spieltag 30; Frankfurt;1;2; Kaiserslautern
Saison 65; Spieltag 30; Neunkirchen;3;1; VfB Stuttgart
Saison 66; Spieltag 1; Neunkirchen;1;1; Gladbach
Saison 66; Spieltag 1;1860;1;0; Bayern
Saison 66; Spieltag 1; Bremen;1;0; Nuernberg
Saison 66; Spieltag 1; VfB Stuttgart;1;0; Schalke
Saison 66; Spieltag 1; Duisburg;2;2; Kaiserslautern
Saison 66; Spieltag 1; Tasmania Berlin;2;0; Karlsruhe
Saison 66; Spieltag 1; 1. FC Koeln;0;1; Hannover
Saison 66; Spieltag 1; Frankfurt;2;0; Hamburg
Saison 66; Spieltag 1; Braunschweig;4;0; Dortmund
Saison 66; Spieltag 2; Hannover;2;1; Bremen
Saison 66; Spieltag 2; Gladbach;5;0; Tasmania Berlin
Saison 66; Spieltag 2; Schalke;0;0; Karlsruhe
Saison 66; Spieltag 2; Nuernberg;1;4;1860
Saison 66; Spieltag 2; Bayern;2;0; Frankfurt
Saison 66; Spieltag 2; Hamburg;2;1; Braunschweig
Saison 66; Spieltag 2; Kaiserslautern;3;2; 1. FC Koeln
Saison 66; Spieltag 2; VfB Stuttgart;2;0; Duisburg
Saison 66; Spieltag 2; Dortmund;1;0; Neunkirchen
Saison 66; Spieltag 3; Duisburg;5;1; Schalke
Saison 66; Spieltag 3; Braunschweig;2;4; Bayern
Saison 66; Spieltag 3; Bremen;4;1; Kaiserslautern
Saison 66; Spieltag 3; Neunkirchen;1;1; Hamburg
Saison 66; Spieltag 3;1860;5;0; Hannover
Saison 66; Spieltag 3; 1. FC Koeln;3;1; VfB Stuttgart
Saison 66; Spieltag 3; Karlsruhe;3;3; Gladbach
Saison 66; Spieltag 3; Frankfurt;1;2; Nuernberg
Saison 66; Spieltag 3; Tasmania Berlin;0;2; Dortmund
Saison 66; Spieltag 4; Kaiserslautern;3;0;1860
Saison 66; Spieltag 4; Nuernberg;1;1; Braunschweig
Saison 66; Spieltag 4; Bayern;6;0; Neunkirchen
Saison 66; Spieltag 4; Dortmund;4;1; Karlsruhe
Saison 66; Spieltag 4; VfB Stuttgart;0;2; Bremen
Saison 66; Spieltag 4; Duisburg;2;3; 1. FC Koeln
Saison 66; Spieltag 4; Schalke;0;0; Gladbach
Saison 66; Spieltag 4; Hannover;4;1; Frankfurt
Saison 66; Spieltag 4; Hamburg;5;1; Tasmania Berlin
Saison 66; Spieltag 5; Frankfurt;6;0; Kaiserslautern
Saison 66; Spieltag 5; Tasmania Berlin;0;2; Bayern
Saison 66; Spieltag 5; Gladbach;4;5; Dortmund
Saison 66; Spieltag 5; 1. FC Koeln;2;1; Schalke
Saison 66; Spieltag 5; Karlsruhe;1;4; Hamburg
Saison 66; Spieltag 5; Neunkirchen;2;1; Nuernberg
Saison 66; Spieltag 5;1860;0;0; VfB Stuttgart
Saison 66; Spieltag 5; Bremen;2;0; Duisburg
Saison 66; Spieltag 5; Braunschweig;2;1; Hannover
Saison 66; Spieltag 6; Nuernberg;7;2; Tasmania Berlin
Saison 66; Spieltag 6; Kaiserslautern;1;1; Braunschweig
Saison 66; Spieltag 6; Hannover;6;0; Neunkirchen
Saison 66; Spieltag 6; Hamburg;5;0; Gladbach
Saison 66; Spieltag 6; Duisburg;2;3;1860
Saison 66; Spieltag 6; 1. FC Koeln;2;0; Bremen
Saison 66; Spieltag 6; Bayern;5;1; Karlsruhe
Saison 66; Spieltag 6; Schalke;2;3; Dortmund
Saison 66; Spieltag 6; VfB Stuttgart;0;0; Frankfurt
Saison 66; Spieltag 7; Tasmania Berlin;1;5; Hannover
Saison 66; Spieltag 7; Gladbach;1;2; Bayern
Saison 66; Spieltag 7; Frankfurt;2;0; Duisburg
Saison 66; Spieltag 7; Karlsruhe;1;2; Nuernberg
Saison 66; Spieltag 7; Braunschweig;1;1; VfB Stuttgart
Saison 66; Spieltag 7; Bremen;2;0; Schalke
Saison 66; Spieltag 7; Neunkirchen;1;4; Kaiserslautern
Saison 66; Spieltag 7;1860;2;1; 1. FC Koeln
Saison 66; Spieltag 7; Dortmund;2;2; Hamburg
Saison 66; Spieltag 8; VfB Stuttgart;2;0; Neunkirchen
Saison 66; Spieltag 8; Duisburg;4;1; Braunschweig
Saison 66; Spieltag 8; Hannover;5;2; Karlsruhe
Saison 66; Spieltag 8; Kaiserslautern;0;0; Tasmania Berlin
Saison 66; Spieltag 8; 1. FC Koeln;1;0; Frankfurt
Saison 66; Spieltag 8; Schalke;2;1; Hamburg
Saison 66; Spieltag 8; Bremen;0;2;1860
Saison 66; Spieltag 8; Nuernberg;2;2; Gladbach
Saison 66; Spieltag 8; Bayern;0;2; Dortmund
Saison 66; Spieltag 9; Karlsruhe;1;0; Kaiserslautern
Saison 66; Spieltag 9; Frankfurt;1;0; Bremen
Saison 66; Spieltag 9;1860;3;0; Schalke
Saison 66; Spieltag 9; Braunschweig;1;2; 1. FC Koeln
Saison 66; Spieltag 9; Gladbach;2;0; Hannover
Saison 66; Spieltag 9; Tasmania Berlin;0;2; VfB Stuttgart
Saison 66; Spieltag 9; Hamburg;0;4; Bayern
Saison 66; Spieltag 9; Dortmund;2;0; Nuernberg
Saison 66; Spieltag 9; Neunkirchen;0;1; Duisburg
Saison 66; Spieltag 10; Schalke;1;1; Bayern
Saison 66; Spieltag 10; 1. FC Koeln;4;2; Neunkirchen
Saison 66; Spieltag 10; Duisburg;3;0; Tasmania Berlin
Saison 66; Spieltag 10; Nuernberg;5;0; Hamburg
Saison 66; Spieltag 10; VfB Stuttgart;1;0; Karlsruhe
Saison 66; Spieltag 10; Bremen;4;0; Braunschweig
Saison 66; Spieltag 10; Hannover;1;1; Dortmund
Saison 66; Spieltag 10;1860;4;2; Frankfurt
Saison 66; Spieltag 10; Kaiserslautern;1;2; Gladbach
Saison 66; Spieltag 11; Karlsruhe;0;4; Duisburg
Saison 66; Spieltag 11; Frankfurt;4;1; Schalke
Saison 66; Spieltag 11; Neunkirchen;1;2; Bremen
Saison 66; Spieltag 11; Braunschweig;2;2;1860
Saison 66; Spieltag 11; Dortmund;4;0; Kaiserslautern
Saison 66; Spieltag 11; Gladbach;1;0; VfB Stuttgart
Saison 66; Spieltag 11; Hamburg;2;1; Hannover
Saison 66; Spieltag 11; Tasmania Berlin;0;6; 1. FC Koeln
Saison 66; Spieltag 11; Bayern;0;0; Nuernberg
Saison 66; Spieltag 12; 1. FC Koeln;2;0; Karlsruhe
Saison 66; Spieltag 12; Bremen;5;0; Tasmania Berlin
Saison 66; Spieltag 12; Hannover;3;4; Bayern
Saison 66; Spieltag 12;1860;4;1; Neunkirchen
Saison 66; Spieltag 12; Schalke;1;0; Nuernberg
Saison 66; Spieltag 12; Frankfurt;4;1; Braunschweig
Saison 66; Spieltag 12; Duisburg;3;2; Gladbach
Saison 66; Spieltag 12; VfB Stuttgart;1;1; Dortmund
Saison 66; Spieltag 12; Kaiserslautern;2;1; Hamburg
Saison 66; Spieltag 13; Braunschweig;3;0; Schalke
Saison 66; Spieltag 13; Dortmund;1;1; Duisburg
Saison 66; Spieltag 13; Karlsruhe;3;2; Bremen
Saison 66; Spieltag 13; Neunkirchen;1;6; Frankfurt
Saison 66; Spieltag 13; Nuernberg;2;1; Hannover
Saison 66; Spieltag 13; Tasmania Berlin;0;5;1860
Saison 66; Spieltag 13; Bayern;3;0; Kaiserslautern
Saison 66; Spieltag 13; Gladbach;2;3; 1. FC Koeln
Saison 66; Spieltag 13; Hamburg;4;1; VfB Stuttgart
Saison 66; Spieltag 14; VfB Stuttgart;0;1; Bayern
Saison 66; Spieltag 14; Bremen;2;0; Gladbach
Saison 66; Spieltag 14; Braunschweig;1;2; Neunkirchen
Saison 66; Spieltag 14; Duisburg;3;1; Hamburg
Saison 66; Spieltag 14; 1. FC Koeln;1;2; Dortmund
Saison 66; Spieltag 14; Schalke;1;0; Hannover
Saison 66; Spieltag 14; Frankfurt;4;0; Tasmania Berlin
Saison 66; Spieltag 14; Kaiserslautern;0;0; Nuernberg
Saison 66; Spieltag 14;1860;2;0; Karlsruhe
Saison 66; Spieltag 15; Hannover;4;0; Kaiserslautern
Saison 66; Spieltag 15; Nuernberg;1;1; VfB Stuttgart
Saison 66; Spieltag 15; Bayern;3;0; Duisburg
Saison 66; Spieltag 15; Neunkirchen;1;0; Schalke
Saison 66; Spieltag 15; Karlsruhe;4;0; Frankfurt
Saison 66; Spieltag 15; Dortmund;2;1; Bremen
Saison 66; Spieltag 15; Hamburg;2;2; 1. FC Koeln
Saison 66; Spieltag 15; Gladbach;1;1;1860
Saison 66; Spieltag 15; Tasmania Berlin;0;2; Braunschweig
Saison 66; Spieltag 16; Bremen;2;0; Hamburg
Saison 66; Spieltag 16; Neunkirchen;3;1; Tasmania Berlin
Saison 66; Spieltag 16; Schalke;2;1; Kaiserslautern
Saison 66; Spieltag 16; VfB Stuttgart;4;2; Hannover
Saison 66; Spieltag 16;1860;2;1; Dortmund
Saison 66; Spieltag 16; Frankfurt;3;1; Gladbach
Saison 66; Spieltag 16; Braunschweig;2;0; Karlsruhe
Saison 66; Spieltag 16; 1. FC Koeln;6;1; Bayern
Saison 66; Spieltag 16; Duisburg;1;2; Nuernberg
Saison 66; Spieltag 17; Kaiserslautern;1;2; VfB Stuttgart
Saison 66; Spieltag 17; Karlsruhe;1;1; Neunkirchen
Saison 66; Spieltag 17; Hannover;0;3; Duisburg
Saison 66; Spieltag 17; Bayern;3;1; Bremen
Saison 66; Spieltag 17; Hamburg;1;2;1860
Saison 66; Spieltag 17; Nuernberg;2;0; 1. FC Koeln
Saison 66; Spieltag 17; Gladbach;1;0; Braunschweig
Saison 66; Spieltag 17; Tasmania Berlin;1;2; Schalke
Saison 66; Spieltag 17; Dortmund;3;0; Frankfurt
Saison 66; Spieltag 18; Hannover;1;1; 1. FC Koeln
Saison 66; Spieltag 18; Hamburg;0;1; Frankfurt
Saison 66; Spieltag 18; Nuernberg;2;1; Bremen
Saison 66; Spieltag 18; Dortmund;1;1; Braunschweig
Saison 66; Spieltag 18; Gladbach;4;1; Neunkirchen
Saison 66; Spieltag 18; Karlsruhe;3;0; Tasmania Berlin
Saison 66; Spieltag 18; Schalke;2;0; VfB Stuttgart
Saison 66; Spieltag 18; Bayern;3;0;1860
Saison 66; Spieltag 18; Kaiserslautern;1;0; Duisburg
Saison 66; Spieltag 19; Duisburg;5;2; VfB Stuttgart
Saison 66; Spieltag 19; Bremen;3;3; Hannover
Saison 66; Spieltag 19; 1. FC Koeln;3;2; Kaiserslautern
Saison 66; Spieltag 19; Karlsruhe;1;0; Schalke
Saison 66; Spieltag 19; Tasmania Berlin;0;0; Gladbach
Saison 66; Spieltag 19; Braunschweig;1;4; Hamburg
Saison 66; Spieltag 19; Neunkirchen;1;3; Dortmund
Saison 66; Spieltag 19; Frankfurt;0;0; Bayern
Saison 66; Spieltag 19;1860;1;1; Nuernberg
Saison 66; Spieltag 20; Hamburg;3;0; Neunkirchen
Saison 66; Spieltag 20; VfB Stuttgart;0;1; 1. FC Koeln
Saison 66; Spieltag 20; Gladbach;1;1; Karlsruhe
Saison 66; Spieltag 20; Hannover;0;1;1860
Saison 66; Spieltag 20; Bayern;2;2; Braunschweig
Saison 66; Spieltag 20; Kaiserslautern;2;3; Bremen
Saison 66; Spieltag 20; Dortmund;3;1; Tasmania Berlin
Saison 66; Spieltag 20; Nuernberg;0;0; Frankfurt
Saison 66; Spieltag 20; Schalke;0;0; Duisburg
Saison 66; Spieltag 21; Frankfurt;0;1; Hannover
Saison 66; Spieltag 21; Karlsruhe;0;0; Dortmund
Saison 66; Spieltag 21; Gladbach;2;0; Schalke
Saison 66; Spieltag 21; 1. FC Koeln;1;1; Duisburg
Saison 66; Spieltag 21; Neunkirchen;0;4; Bayern
Saison 66; Spieltag 21; Tasmania Berlin;0;4; Hamburg
Saison 66; Spieltag 21; Braunschweig;3;0; Nuernberg
Saison 66; Spieltag 21; Bremen;3;1; VfB Stuttgart
Saison 66; Spieltag 22; Dortmund;3;1; Gladbach
Saison 66; Spieltag 22; Schalke;0;0; 1. FC Koeln
Saison 66; Spieltag 22; Bayern;2;1; Tasmania Berlin
Saison 66; Spieltag 22; Hamburg;8;0; Karlsruhe
Saison 66; Spieltag 22; VfB Stuttgart;0;0;1860
Saison 66; Spieltag 22; Kaiserslautern;5;2; Frankfurt
Saison 66; Spieltag 22; Duisburg;1;2; Bremen
Saison 66; Spieltag 22; Nuernberg;3;1; Neunkirchen
Saison 66; Spieltag 22; Hannover;1;1; Braunschweig
Saison 66; Spieltag 23; Frankfurt;3;2; VfB Stuttgart
Saison 66; Spieltag 23; Gladbach;0;0; Hamburg
Saison 66; Spieltag 23; Braunschweig;1;1; Kaiserslautern
Saison 66; Spieltag 23;1860;3;3; Duisburg
Saison 66; Spieltag 23; Tasmania Berlin;0;1; Nuernberg
Saison 66; Spieltag 23; Neunkirchen;1;0; Hannover
Saison 66; Spieltag 23; Karlsruhe;1;0; Bayern
Saison 66; Spieltag 23; Bremen;2;1; 1. FC Koeln
Saison 66; Spieltag 23; Dortmund;7;0; Schalke
Saison 66; Spieltag 24; Kaiserslautern;0;0; Neunkirchen
Saison 66; Spieltag 24; Schalke;1;6; Bremen
Saison 66; Spieltag 24; Hamburg;1;1; Dortmund
Saison 66; Spieltag 24; 1. FC Koeln;3;1;1860
Saison 66; Spieltag 24; Bayern;5;2; Gladbach
Saison 66; Spieltag 24; Nuernberg;3;0; Karlsruhe
Saison 66; Spieltag 24; Hannover;5;0; Tasmania Berlin
Saison 66; Spieltag 24; Duisburg;0;0; Frankfurt
Saison 66; Spieltag 24; VfB Stuttgart;0;1; Braunschweig
Saison 66; Spieltag 25; Frankfurt;0;0; 1. FC Koeln
Saison 66; Spieltag 25; Tasmania Berlin;1;1; Kaiserslautern
Saison 66; Spieltag 25; Hamburg;1;1; Schalke
Saison 66; Spieltag 25; Neunkirchen;1;2; VfB Stuttgart
Saison 66; Spieltag 25;1860;3;1; Bremen
Saison 66; Spieltag 25; Braunschweig;1;0; Duisburg
Saison 66; Spieltag 25; Dortmund;3;0; Bayern
Saison 66; Spieltag 25; Karlsruhe;1;0; Hannover
Saison 66; Spieltag 25; Gladbach;8;3; Nuernberg
Saison 66; Spieltag 26; Bremen;3;2; Frankfurt
Saison 66; Spieltag 26; 1. FC Koeln;3;0; Braunschweig
Saison 66; Spieltag 26; Hannover;2;1; Gladbach
Saison 66; Spieltag 26; Bayern;3;0; Hamburg
Saison 66; Spieltag 26; Duisburg;1;0; Neunkirchen
Saison 66; Spieltag 26; Schalke;0;2;1860
Saison 66; Spieltag 26; Kaiserslautern;1;0; Karlsruhe
Saison 66; Spieltag 26; Nuernberg;0;0; Dortmund
Saison 66; Spieltag 26; VfB Stuttgart;2;0; Tasmania Berlin
Saison 66; Spieltag 27; Neunkirchen;2;1; 1. FC Koeln
Saison 66; Spieltag 27; Hamburg;0;2; Nuernberg
Saison 66; Spieltag 27; Braunschweig;1;0; Bremen
Saison 66; Spieltag 27; Tasmania Berlin;0;9; Duisburg
Saison 66; Spieltag 27; Frankfurt;5;2;1860
Saison 66; Spieltag 27; Bayern;1;0; Schalke
Saison 66; Spieltag 27; Gladbach;2;0; Kaiserslautern
Saison 66; Spieltag 27; Karlsruhe;3;0; VfB Stuttgart
Saison 66; Spieltag 27; Dortmund;4;0; Hannover
Saison 66; Spieltag 28; Hannover;0;0; Hamburg
Saison 66; Spieltag 28; VfB Stuttgart;5;0; Gladbach
Saison 66; Spieltag 28; Duisburg;8;2; Karlsruhe
Saison 66; Spieltag 28; Bremen;5;2; Neunkirchen
Saison 66; Spieltag 28; Nuernberg;2;2; Bayern
Saison 66; Spieltag 28; Schalke;3;2; Frankfurt
Saison 66; Spieltag 28;1860;1;1; Braunschweig
Saison 66; Spieltag 28; Kaiserslautern;0;0; Dortmund
Saison 66; Spieltag 28; 1. FC Koeln;4;0; Tasmania Berlin
Saison 66; Spieltag 29; Nuernberg;1;0; Schalke
Saison 66; Spieltag 29; Karlsruhe;2;1; 1. FC Koeln
Saison 66; Spieltag 29; Bayern;3;1; Hannover
Saison 66; Spieltag 29; Neunkirchen;1;9;1860
Saison 66; Spieltag 29; Tasmania Berlin;1;1; Bremen
Saison 66; Spieltag 29; Gladbach;1;2; Duisburg
Saison 66; Spieltag 29; Hamburg;4;1; Kaiserslautern
Saison 66; Spieltag 29; Dortmund;4;0; VfB Stuttgart
Saison 66; Spieltag 29; Braunschweig;2;2; Frankfurt
Saison 66; Spieltag 30; Schalke;1;1; Braunschweig
Saison 66; Spieltag 30;1860;4;0; Tasmania Berlin
Saison 66; Spieltag 30; 1. FC Koeln;2;2; Gladbach
Saison 66; Spieltag 30; VfB Stuttgart;1;3; Hamburg
Saison 66; Spieltag 30; Frankfurt;1;2; Neunkirchen
Saison 66; Spieltag 30; Kaiserslautern;1;2; Bayern
Saison 66; Spieltag 30; Hannover;2;2; Nuernberg
Saison 66; Spieltag 30; Duisburg;2;1; Dortmund
Saison 66; Spieltag 30; Bremen;3;1; Karlsruhe
Saison 66; Spieltag 31; Hamburg;2;0; Duisburg
Saison 66; Spieltag 31; Tasmania Berlin;0;3; Frankfurt
Saison 66; Spieltag 31; Dortmund;3;2; 1. FC Koeln
Saison 66; Spieltag 31; Karlsruhe;1;1;1860
Saison 66; Spieltag 31; Neunkirchen;1;0; Braunschweig
Saison 66; Spieltag 31; Bayern;0;1; VfB Stuttgart
Saison 66; Spieltag 31; Gladbach;0;7; Bremen
Saison 66; Spieltag 31; Hannover;0;3; Schalke
Saison 66; Spieltag 31; Nuernberg;1;1; Kaiserslautern
Saison 66; Spieltag 32; Kaiserslautern;1;1; Hannover
Saison 66; Spieltag 32; Frankfurt;1;0; Karlsruhe
Saison 66; Spieltag 32; Schalke;2;0; Neunkirchen
Saison 66; Spieltag 32; Bremen;1;0; Dortmund
Saison 66; Spieltag 32;1860;3;3; Gladbach
Saison 66; Spieltag 32; 1. FC Koeln;5;1; Hamburg
Saison 66; Spieltag 32; Braunschweig;3;1; Tasmania Berlin
Saison 66; Spieltag 32; Duisburg;1;1; Bayern
Saison 66; Spieltag 32; VfB Stuttgart;1;0; Nuernberg
Saison 66; Spieltag 33; Dortmund;0;2;1860
Saison 66; Spieltag 33; Karlsruhe;1;4; Braunschweig
Saison 66; Spieltag 33; Nuernberg;4;1; Duisburg
Saison 66; Spieltag 33; Tasmania Berlin;2;1; Neunkirchen
Saison 66; Spieltag 33; Hamburg;1;3; Bremen
Saison 66; Spieltag 33; Kaiserslautern;3;2; Schalke
Saison 66; Spieltag 33; Hannover;4;2; VfB Stuttgart
Saison 66; Spieltag 33; Bayern;1;4; 1. FC Koeln
Saison 66; Spieltag 33; Gladbach;1;2; Frankfurt
Saison 66; Spieltag 34; Braunschweig;1;1; Gladbach
Saison 66; Spieltag 34; 1. FC Koeln;2;1; Nuernberg
Saison 66; Spieltag 34; Schalke;4;0; Tasmania Berlin
Saison 66; Spieltag 34; VfB Stuttgart;4;1; Kaiserslautern
Saison 66; Spieltag 34; Bremen;1;1; Bayern
Saison 66; Spieltag 34;1860;1;1; Hamburg
Saison 66; Spieltag 34; Frankfurt;4;1; Dortmund
Saison 66; Spieltag 34; Duisburg;2;2; Hannover
Saison 66; Spieltag 34; Neunkirchen;1;0; Karlsruhe
Saison 67; Spieltag 1; Bayern;1;2; Frankfurt
Saison 67; Spieltag 1; 1. FC Koeln;2;0;1860
Saison 67; Spieltag 1; Hamburg;2;1; Hannover
Saison 67; Spieltag 1; Kaiserslautern;3;1; Karlsruhe
Saison 67; Spieltag 1; Braunschweig;2;0; Bremen
Saison 67; Spieltag 1; Schalke;0;0; Gladbach
Saison 67; Spieltag 1; Dortmund;1;2; Fortuna Duesseldorf
Saison 67; Spieltag 1; VfB Stuttgart;1;0; Nuernberg
Saison 67; Spieltag 1; Duisburg;2;0; Essen
Saison 67; Spieltag 2; Fortuna Duesseldorf;0;0; Bayern
Saison 67; Spieltag 2; Karlsruhe;1;1; Hamburg
Saison 67; Spieltag 2; Frankfurt;4;0; 1. FC Koeln
Saison 67; Spieltag 2; Gladbach;1;1; Kaiserslautern
Saison 67; Spieltag 2;1860;2;1; Braunschweig
Saison 67; Spieltag 2; Nuernberg;3;1; Duisburg
Saison 67; Spieltag 2; Bremen;1;2; VfB Stuttgart
Saison 67; Spieltag 2; Hannover;2;0; Dortmund
Saison 67; Spieltag 2; Essen;4;1; Schalke
Saison 67; Spieltag 3; Bayern;1;0; Hannover
Saison 67; Spieltag 3; Duisburg;1;0; Bremen
Saison 67; Spieltag 3; Kaiserslautern;5;2; Essen
Saison 67; Spieltag 3; VfB Stuttgart;2;0;1860
Saison 67; Spieltag 3; Fortuna Duesseldorf;2;4; Frankfurt
Saison 67; Spieltag 3; Braunschweig;1;0; 1. FC Koeln
Saison 67; Spieltag 3; Hamburg;2;0; Gladbach
Saison 67; Spieltag 3; Schalke;1;0; Nuernberg
Saison 67; Spieltag 3; Dortmund;2;1; Karlsruhe
Saison 67; Spieltag 4; Frankfurt;0;1; Braunschweig
Saison 67; Spieltag 4; Gladbach;4;0; Dortmund
Saison 67; Spieltag 4;1860;3;3; Duisburg
Saison 67; Spieltag 4; 1. FC Koeln;3;1; VfB Stuttgart
Saison 67; Spieltag 4; Hannover;0;2; Fortuna Duesseldorf
Saison 67; Spieltag 4; Essen;1;1; Hamburg
Saison 67; Spieltag 4; Bremen;2;1; Schalke
Saison 67; Spieltag 4; Karlsruhe;1;6; Bayern
Saison 67; Spieltag 4; Nuernberg;1;2; Kaiserslautern
Saison 67; Spieltag 5; Fortuna Duesseldorf;1;0; Karlsruhe
Saison 67; Spieltag 5; Duisburg;1;0; 1. FC Koeln
Saison 67; Spieltag 5; Bayern;4;3; Gladbach
Saison 67; Spieltag 5; Hannover;2;1; Frankfurt
Saison 67; Spieltag 5; VfB Stuttgart;1;2; Braunschweig
Saison 67; Spieltag 5; Dortmund;0;0; Essen
Saison 67; Spieltag 5; Schalke;1;0;1860
Saison 67; Spieltag 5; Hamburg;0;1; Nuernberg
Saison 67; Spieltag 5; Kaiserslautern;2;0; Bremen
Saison 67; Spieltag 6; Karlsruhe;0;0; Hannover
Saison 67; Spieltag 6;1860;3;0; Kaiserslautern
Saison 67; Spieltag 6; Frankfurt;4;0; VfB Stuttgart
Saison 67; Spieltag 6; Braunschweig;0;0; Duisburg
Saison 67; Spieltag 6; 1. FC Koeln;2;1; Schalke
Saison 67; Spieltag 6; Bremen;5;1; Hamburg
Saison 67; Spieltag 6; Nuernberg;2;0; Dortmund
Saison 67; Spieltag 6; Gladbach;3;1; Fortuna Duesseldorf
Saison 67; Spieltag 6; Essen;3;1; Bayern
Saison 67; Spieltag 7; Dortmund;2;0; Bremen
Saison 67; Spieltag 7; Fortuna Duesseldorf;2;0; Essen
Saison 67; Spieltag 7; Schalke;0;0; Braunschweig
Saison 67; Spieltag 7; Hannover;1;1; Gladbach
Saison 67; Spieltag 7; Karlsruhe;3;2; Frankfurt
Saison 67; Spieltag 7; Kaiserslautern;0;0; 1. FC Koeln
Saison 67; Spieltag 7; Duisburg;0;0; VfB Stuttgart
Saison 67; Spieltag 7; Hamburg;3;2;1860
Saison 67; Spieltag 7; Bayern;0;1; Nuernberg
Saison 67; Spieltag 8;1860;1;2; Dortmund
Saison 67; Spieltag 8; VfB Stuttgart;1;1; Schalke
Saison 67; Spieltag 8; Essen;3;0; Hannover
Saison 67; Spieltag 8; Gladbach;3;1; Karlsruhe
Saison 67; Spieltag 8; Bremen;4;1; Bayern
Saison 67; Spieltag 8; Braunschweig;2;0; Kaiserslautern
Saison 67; Spieltag 8; Frankfurt;1;0; Duisburg
Saison 67; Spieltag 8; Nuernberg;4;2; Fortuna Duesseldorf
Saison 67; Spieltag 8; 1. FC Koeln;0;0; Hamburg
Saison 67; Spieltag 9; Dortmund;6;1; 1. FC Koeln
Saison 67; Spieltag 9; Gladbach;0;0; Frankfurt
Saison 67; Spieltag 9; Fortuna Duesseldorf;0;1; Bremen
Saison 67; Spieltag 9; Schalke;2;1; Duisburg
Saison 67; Spieltag 9; Hamburg;1;0; Braunschweig
Saison 67; Spieltag 9; Hannover;2;0; Nuernberg
Saison 67; Spieltag 9; Kaiserslautern;3;3; VfB Stuttgart
Saison 67; Spieltag 9; Karlsruhe;0;1; Essen
Saison 67; Spieltag 9; Bayern;3;0;1860
Saison 67; Spieltag 10;1860;3;0; Fortuna Duesseldorf
Saison 67; Spieltag 10; Duisburg;1;1; Kaiserslautern
Saison 67; Spieltag 10; Nuernberg;2;2; Karlsruhe
Saison 67; Spieltag 10; Essen;2;1; Gladbach
Saison 67; Spieltag 10; VfB Stuttgart;1;3; Hamburg
Saison 67; Spieltag 10; 1. FC Koeln;2;4; Bayern
Saison 67; Spieltag 10; Braunschweig;3;1; Dortmund
Saison 67; Spieltag 10; Frankfurt;4;2; Schalke
Saison 67; Spieltag 10; Bremen;3;0; Hannover
Saison 67; Spieltag 11; Dortmund;1;1; VfB Stuttgart
Saison 67; Spieltag 11; Gladbach;2;0; Nuernberg
Saison 67; Spieltag 11; Karlsruhe;4;4; Bremen
Saison 67; Spieltag 11; Kaiserslautern;1;0; Schalke
Saison 67; Spieltag 11; Hannover;2;2;1860
Saison 67; Spieltag 11; Fortuna Duesseldorf;1;3; 1. FC Koeln
Saison 67; Spieltag 11; Bayern;2;0; Braunschweig
Saison 67; Spieltag 11; Hamburg;0;0; Duisburg
Saison 67; Spieltag 11; Essen;1;1; Frankfurt
Saison 67; Spieltag 12; 1. FC Koeln;1;1; Hannover
Saison 67; Spieltag 12; Braunschweig;4;0; Fortuna Duesseldorf
